TAGAP,4.15494,4.07296
STON2,4.402,4.7288
SERPINA12,4.21106,4.30852
LETM2,4.02166,4.115
BSND,4.16726,4.00117
BSND,5.68499,6.45401
CLEC4C,3.68657,3.76099
NLRC4,4.30084,4.24995
NLRC4,3.43535,4.1391
PRSS36,6.39168,6.79068
ZDHHC15,3.34349,3.44845
RAI1,6.44987,6.31868
CDK15,4.62892,5.03036
ZNF570,4.26709,4.37347
,4.21977,3.81241
NUDT9P1,3.93146,4.01581
BTBD16,3.91519,3.63416
RTP3,4.47555,4.62055
RTP3,4.58668,4.49183
TSPEAR,3.6252,3.89059
MIPOL1,3.14019,3.31844
MIPOL1,3.46626,3.28763
C6orf141,6.70295,5.56301
ALMS1P1,4.64609,5.03291
MYO3B,3.37056,3.54967
ADAM21,3.9581,4.09469
TRIML2,4.96161,5.30722
ABCC13,4.46705,7.91683
ABCC13,4.40906,4.68741
IL12RB1,3.99768,4.47835
GTF2A1L,3.64898,3.49777
TRPV3,5.75925,5.77762
CNBD1,3.85339,4.14997
CNBD1,3.56643,3.94292
ABCC12,3.84324,3.7907
MMP21,3.37495,3.39415
TMEM190,6.20636,6.5454
GAS2L2,6.19703,6.29525
KCNG4,4.83543,5.5479
PXT1,3.78606,3.85242
CACNG5,5.18448,4.80028
LINC00308,5.19793,5.00451
LINC00308,3.8606,4.17089
FAM223A///FAM223B,5.53905,5.65627
WFDC11,4.55477,4.77848
IFNL3///IFNL2,4.06626,4.21392
JAK1,6.276,6.72113
JAK1,7.39223,7.74121
CDC42SE2,5.86025,7.83772
CDC42SE2,6.07783,7.04805
ACACB,8.26705,8.91881
ACACB,5.29177,5.46521
RFWD2,7.40657,6.0845
STX6,7.9217,7.42958
ANLN,6.58619,4.4266
SPRR4,7.56804,7.50104
UPK3BL///POLR2J3///POLR2J2///POLR2J,6.82514,7.1045
UPK3BL///POLR2J3///LOC441259///POLR2J2///POLR2J,4.88769,5.03291
HSH2D,6.41619,7.1593
TRNT1,4.83759,4.31927
TMEM163,4.37324,4.754
ARHGAP5,4.79185,4.5253
HERPUD2,6.90277,6.2586
JMJD6,4.04175,4.20929
SRCAP,5.44207,5.69525
MAP3K6,5.20057,5.95489
ARSG,3.94543,3.91542
ZNF101,4.72902,5.13755
ZNF101,5.3049,5.67676
PTPN11,4.1373,3.64037
KLHDC7B,6.09511,6.17349
ATAD3B///ATAD3A,5.93051,5.89487
ZNF626,4.49701,4.84872
PHC3,4.86532,3.6745
IL11RA,5.73874,5.85542
TNFRSF10A,6.56059,5.86805
RAD51L3-RFFL///RFFL,4.72902,4.65417
RAD51L3-RFFL///RFFL,6.62641,6.66567
HPS4,6.66334,6.85816
UHMK1,5.12736,4.50239
TXNDC2,5.07377,5.54952
NAV3,3.71443,3.73094
C5orf22,3.99622,4.26567
PCDHGB7,3.18934,3.02975
PCDHGB7,4.98594,4.86764
ERC1,6.23342,6.22502
FLCN,5.34015,5.91865
JMJD1C-AS1,5.34234,5.63294
LRRC7,3.55544,3.6215
SH2D3C,5.06205,5.33358
PPP1R3B,3.98976,4.59779
PPP1R3B,5.4372,5.42824
SLC9A7,4.29669,4.33248
IGSF3,5.26461,5.40073
RFX6,3.58584,4.03609
DIRC1,3.34404,3.61755
DNAJB7,3.27388,3.54694
UCN3,6.11556,6.0716
DIP2A,5.43751,5.15258
USP28,6.29829,6.01773
KNL1,4.30237,4.00742
KNL1,4.43712,4.16656
SENP8,4.0064,4.2777
GRHL1,4.73934,4.40545
CNBD2,5.30106,5.24543
CNBD2,4.55549,4.9121
CASKIN1,6.27415,5.93777
CACNA2D4,4.5592,4.85941
ARL11,2.96246,3.0381
ARL11,3.21328,3.64422
SLC2A13,3.53202,3.39117
SLC2A13,5.75521,6.05215
NIPA1,4.0378,4.47097
TUBA3FP,6.30493,5.71991
CARD16,7.61388,7.95132
CARD16///CASP1,6.04396,6.15773
DUSP19,2.98947,3.16897
DUSP19,3.33468,3.5295
CYB5D1,7.68102,7.17686
NMNAT2,4.12625,4.38229
SLC4A1,4.02741,4.13811
CREG2,3.88171,3.76597
RXFP1,3.4774,3.74615
SPEF2,5.04245,5.13759
CEP170P1///CEP170,4.42442,4.32119
DTD1,4.74077,4.95343
CASC4,5.28012,6.88948
FGF1,3.39983,3.30879
ARPP21,3.20059,3.23333
RHOXF1,5.28564,5.56778
ADAMTS17,4.47948,4.27229
ADAMTS17,4.3912,4.39032
ADAMTS17,5.76999,4.92897
SNORA17B///SNORA17A///SNHG7,6.01421,5.9982
DHH,5.0616,4.97195
ABRA,3.49625,3.46945
ABRA,3.28911,3.33641
KLHDC1,4.20567,4.68942
RICTOR,3.51251,3.61207
PCDHGA4,3.6095,3.77003
NETO1,3.73477,4.11222
WWP2,4.46809,4.4957
ST7L,4.31072,4.14515
ST7L,5.3108,5.21868
C2orf15,3.95632,3.95292
KCNH8,5.41694,4.36431
MCF2L,4.20479,3.88534
SLCO6A1,3.88232,3.93595
PP2D1,3.21334,3.6343
KLC3,8.47289,8.55783
CIB3,3.64808,3.73674
CIB3,5.24663,5.3584
CADM2,3.8606,3.80529
CADM2,3.352,3.5848
C9orf66,3.99009,4.04852
C9orf66,4.07265,4.58551
HDAC9,3.48232,4.17808
HDAC9,3.67076,3.55963
SLC16A11,6.03757,6.48756
TMEM67,3.27002,3.49181
TMEM67,3.69775,3.73935
HS6ST2,3.9581,3.59527
HS6ST2,11.4992,4.47917
CAMKK1,6.31075,6.51036
ZNF625,4.30062,4.45689
ZNF563,3.82776,3.9916
LIN9,3.7893,3.70827
CLEC4D,4.16625,4.77578
CLEC4D,4.04908,4.12605
SLC25A27,4.22107,4.19204
GPRC6A,6.11556,6.29592
RAET1E,4.57253,4.65468
SLC44A5,3.37975,3.47099
SLC44A5,3.39059,3.4253
ZNF417,3.46456,3.30497
ZNF781,3.58309,3.77418
HELB,4.63351,4.62115
HELB,5.7763,5.39128
SEC62,5.57309,4.08734
SEC62,8.94242,7.18094
TRDN,3.13892,3.29947
SOCS4,3.92584,3.85255
C8orf31,4.37492,4.41475
ZNF547,3.79072,3.20752
SIM1,3.88341,4.06495
PROM2,6.14893,9.19312
TLR4,5.46027,5.80078
TSNARE1,5.75699,5.92193
ABHD11,6.99651,7.13584
CAPN13,4.55988,4.60121
STMN1,3.85354,3.79246
TIRAP,4.96119,5.13041
SIGLEC10,4.30774,4.77848
SIGLEC10,5.97747,7.16663
ADAMTSL1,3.3222,3.50408
RFX4,3.75923,4.14997
WFIKKN1,6.27506,6.52422
SENP1,4.61905,4.3334
KLF14,5.68027,6.00476
KLF14,4.29933,4.14997
NXNL2,3.41447,3.47758
BRS3,3.77398,3.61709
LINC00205,4.76378,5.03291
TMX3,3.61655,3.50015
ZNF396,3.91022,3.84863
SLC26A7,3.31116,3.30726
SLC26A7,4.3311,4.98155
SNX18,4.45449,4.36602
,4.72137,4.71018
FBXO39,3.77597,3.82478
B3GNT6,5.16079,5.58156
B3GNT6,6.68543,6.45124
DENND1B,4.06226,4.05861
ZNF619,5.88049,5.75055
ICK,3.12159,3.25542
FAM71D,4.44712,3.94922
BCL2L14,4.01651,4.14418
HS6ST3,4.69559,4.73033
SLC26A1,4.28445,4.08943
CLDN15,6.27752,6.34732
RAB42,6.50067,6.55803
PTCHD1,3.82778,4.74288
M1AP,3.2982,3.42873
ZSCAN4,3.31322,3.52172
ZSCAN4,3.64473,3.7712
VWA5B1,4.50764,4.28564
VWA5B1,4.61839,4.79829
LINC00311,4.31993,4.20074
HTR6,4.62723,5.38504
MAGEB6,3.12643,3.04229
LOC101930171///LOC101930165///LOC101929858///LOC101060464///TCEB3CL2///TCEB3CL///TCEB3C,4.13464,4.27086
RUSC1-AS1,4.15852,4.3196
CACNG6,7.92109,8.1423
LMNTD1,5.77192,5.57028
,4.03288,4.5216
CIRBP-AS1,6.05771,6.0916
AXDND1,8.13856,5.78542
ASMTL-AS1,5.86081,5.69882
ASMTL-AS1,6.42439,6.77906
CD200R1,3.99504,4.13592
LINC00334,4.07675,4.1786
LINC00334,4.37934,4.9121
ATOH7,3.15798,3.18806
ATOH7,4.32032,4.44717
SEC16B,3.55354,3.62577
AMER1,4.51931,4.51676
NKX6-3,5.24759,5.27527
NKX6-3,7.2139,7.44429
TBATA,6.63313,6.51688
EXOC3L2,8.18791,8.38446
CABP4,4.48417,4.87683
TNFRSF13C,5.79977,5.82635
CAMK2N2,6.27084,6.21179
ANKRD30BP2,3.32168,3.42584
KCNG3,3.98997,4.73862
KCNG3,3.94119,3.82725
LINC01312,5.45316,5.51476
LINC01312,3.67465,3.27823
FOXP2,4.32019,4.59471
B4GALNT2,4.9046,4.92979
NETO1,3.09068,3.12064
FMR1NB,3.22113,3.20205
GCSAML,3.35854,3.52301
SIGLEC11,4.11539,3.92463
SIGLEC11,4.87487,5.23598
IL23R,3.60896,3.96857
MAGEB18,3.19778,3.26285
CD276,4.50792,4.56269
IFNL2,4.97513,4.71883
IFNL1,4.80215,5.13634
C4orf36,3.7648,3.80411
FIGNL1,5.05072,4.11342
RIMS1,3.43133,3.56423
PITPNM2,4.33863,4.0135
PITPNM2,4.73498,4.9121
PCDH10,4.33037,4.23262
TAB3,3.83473,4.37227
TAB3,3.82077,3.8469
GRK7,3.67079,3.5848
MMEL1,7.28859,7.17368
PDE8A,5.21563,6.06184
NLRP6,4.36819,4.25287
AKNAD1,3.55928,3.54674
ZCCHC5,6.08446,5.57796
ATRIP///TREX1,6.4355,6.10184
ZIC5,5.28401,4.77848
ANGPT1,3.18109,3.29642
TEDDM1,3.75767,4.14997
LOC149373,5.34949,5.26283
GABRG1,3.14899,3.16698
PANX2,8.5585,8.5711
ZNF114,3.57792,3.45995
ZNF114,4.23062,4.32832
CCDC27,5.72659,5.78395
CFAP161,3.99382,3.72705
LOC100652931///RBMY2FP,3.90948,3.87195
NEUROD2,6.80421,5.27166
C5orf17,3.85593,4.11712
LINC00208,4.65389,5.19656
DNAH6,3.5741,3.69343
LRRC15,5.19563,5.3911
,4.11121,4.49919
CFAP46,4.96139,4.97215
B3GNT7,4.73754,4.8187
ZNF645,4.24181,4.53115
ZMYM6,3.40451,3.5841
ZMYM6,3.32954,3.31878
SGCZ,3.71406,3.5848
LOC100507431,3.07718,3.21371
WNT9B,4.44533,4.31782
,2.90246,3.02951
,3.29622,3.31627
DNAJB13,4.80845,5.01753
CNPY3,5.6475,5.44754
SCAMP1,5.7243,4.07836
LINC00471,3.25818,3.87309
HAS3,3.96204,3.75353
FGF4,4.79311,4.68606
SLC30A8,4.04284,4.08173
LOC142937,5.2522,5.32501
LOC439933,3.0655,3.55935
C11orf65,3.33096,3.45995
FAM71E2,3.73013,3.8041
OR5P2,4.18432,4.42
DYDC1,3.21382,3.23703
IL27,6.57201,6.42313
IQCF1,5.07501,4.94471
DEFB125,4.13317,4.1571
WFDC10B,3.83936,3.65688
DEFB105B///DEFB105A,3.77832,3.84004
PKHD1,4.2336,4.25048
PKD1L1,4.00258,4.03391
ADGRG4,4.17553,4.23218
TENM1,4.50436,4.07074
REXO1L1P,4.15656,4.04796
TAF1L,4.47105,4.62688
CNTNAP5,3.73013,3.86268
RECQL4,7.96646,7.57878
ADGRF3,5.30157,5.4032
TMC2,6.38793,6.64148
SMCR5,3.87268,4.24563
BICD2,4.09052,3.79991
ZIM3,3.4443,3.54902
NOX5,4.33389,4.21001
DAOA-AS1,3.60576,3.47674
ADGRG6,3.79769,3.94698
KLHL4,3.94748,3.99861
GPR156,4.31437,4.42043
SUOX,4.68111,5.01878
ADGRF4,4.37167,4.21001
IL31RA,4.03062,3.6172
SYTL5,3.95184,3.7712
SDCCAG8,3.69677,3.50015
ADGRF2,3.76308,3.63452
SYN2,3.8143,4.33127
ASB10,7.32598,7.37563
HTR3C,4.40881,4.57338
NFKBID,5.26878,5.67798
CD300LF,5.32441,5.5986
GJA10,5.40943,4.94636
WNT9A,3.7519,4.00574
GAL3ST2,6.89126,7.11404
PIP4K2B,6.71183,6.69525
PIP4K2B,4.59174,4.22977
ODF3,4.27123,4.39623
WFDC13,3.7478,4.29462
LINC00521,4.59517,4.79689
SLFN5,3.6507,3.40778
SERPINB12,5.263,5.47675
GIPC3,4.22592,4.43617
PGLYRP3,3.92277,4.06436
PSKH2,5.3984,5.44757
OR6W1P,4.93426,5.15588
MOGAT1,4.7046,4.90171
GPR78,5.67403,5.19674
H1FOO,4.33972,4.14742
TAAR9,4.33691,4.31809
GNRHR2,4.69305,4.58576
,4.28468,4.27229
MYOZ3,4.2045,3.89881
MYOZ3,5.00962,4.96727
BNIPL,4.40146,4.35378
ASB11,3.77816,3.86427
OFCC1,3.37854,3.42033
OFCC1,3.58031,3.48369
SDR9C7,3.73407,3.9256
OR5P3,4.27808,3.93517
TRIM40,4.25856,4.14997
CSN1S2AP,3.63692,3.65474
WFDC12,6.78971,6.69815
CRYGN,4.69217,4.94775
,5.5479,5.52521
STARD6,3.55211,3.55148
C11orf40,3.45167,3.81203
C18orf12,4.61842,4.64576
BCL2L11,7.76131,7.66902
WFDC2,4.72207,4.65468
DEFB119,3.76256,3.69049
FLJ45513///TAC4,4.76906,4.64588
BCL2L11,7.90187,7.72378
TIGD1,7.20052,5.78638
ALKBH5,5.95318,6.07748
CCDC69,3.9964,4.23527
NFX1,8.20821,8.37401
DSG2,7.18608,7.55919
C5orf24,4.12782,4.33625
C5orf24,7.5386,7.0415
C5orf24,5.07378,5.02863
KBTBD6,4.18184,3.26976
CDK8,6.63476,4.73748
CDK8,8.71627,6.16063
PTK6,9.34754,9.76532
NKD1,5.82214,5.52678
STK38,6.20428,6.61501
THEM4,6.51265,6.53018
CLSPN,3.23618,3.51753
RBAK,3.75184,3.67271
WDR62,4.02466,3.95205
WDR62,4.41851,4.40762
SLC39A12,3.45522,3.37002
RNF168,3.6677,3.42659
SVEP1,3.27223,3.39094
LOC652276,7.08715,7.09003
GATA4,4.90869,4.76683
TC2N,7.27114,7.05559
C9orf72,5.88903,5.61315
C9orf72,3.37658,3.2653
KCTD18,6.96299,6.67768
KLF11,3.89062,4.10673
ANKLE1,3.29135,4.04962
PLXNA3,4.58288,4.87127
PELO,3.88953,4.24707
LACC1,4.4739,4.39612
LACC1,3.17162,3.23427
TAPT1-AS1,5.22358,6.12229
C3orf30,3.76017,3.85849
RANBP3L,3.60652,3.982
SNX13,4.62307,4.71947
KDM1B,3.13881,3.35685
ATP6V0D2,3.99263,3.67875
ATP6V0D2,5.57929,5.76768
ATP6V0D2,4.86571,4.77767
LHX4,4.48159,4.74929
LHX4,4.31125,4.5216
CEP19,3.88854,3.63519
DNAH11,5.47826,5.42844
PROSER3,6.2906,6.489
ADPRHL1,6.24906,6.06217
SYNRG,4.00349,4.41198
CDH24,5.53586,5.73641
SEPSECS,5.13934,4.87537
GRIK5,5.70528,5.56048
LRRN4,5.21528,5.52797
LRRN4,4.16564,4.24699
ZNF777,7.27379,6.20299
JPH2,6.48529,6.21558
PDE5A,4.48159,4.41397
SH2D1B,3.82778,3.70948
SH2D1B,4.30099,4.53831
SSTR3,7.21985,7.04659
ADAMTS19,4.38138,4.51976
ADAMTS19,3.02858,3.03317
DDX31,5.86973,5.98027
UMODL1,3.86399,3.56168
RASEF,9.08208,10.0575
RASEF,8.26681,9.24549
PARD3B,4.40203,4.65284
PARD3B,6.26541,6.13008
DST,3.17256,3.67442
ZNF441,3.33637,3.18807
ZNF441,3.40567,3.41638
NEGR1,3.65766,3.85125
FCRL3,4.72902,4.92061
DCAF4L2,3.6677,3.27801
DCAF4L2,3.38029,3.54072
STOX1,4.0053,3.93462
C20orf166-AS1,6.64935,6.58525
C20orf166-AS1,7.02427,7.05179
ARL10,6.4052,6.42061
ARL10,4.72267,4.63565
RNFT2,4.33092,4.21001
ANKFN1,3.88624,3.9039
KRT78,4.16947,4.37472
KRT78,3.86129,3.59266
CCDC7,3.03034,3.169
CCDC7,3.88514,4.21359
ZNF41,3.92239,3.86861
ZNF41,4.5981,4.35005
ZNF512,7.60337,6.70433
AMMECR1,3.77197,3.75505
FAM117B,6.73239,6.05793
ZNF583,5.24624,5.17221
OXER1,7.96891,8.15028
LUZP1,4.08021,4.081
ZNF75D,4.24696,3.79351
LINC00052,4.51602,4.18438
BRWD1,5.46618,5.15322
CCDC89,3.54251,3.41518
ZNF572,4.1545,4.01796
RMDN2,4.66892,4.58829
ADAMTS18,4.9541,4.81929
PCDHAC1,4.52461,4.51667
PCDHAC1,4.64268,4.71778
HIPK4,6.6613,7.11481
FAM124A,5.5746,5.62455
NKAIN3,4.16534,3.94144
ITIH5,4.28769,5.25097
FANCB,4.3629,3.6863
POMK,5.13853,5.26521
ZNF709,3.48232,3.37778
CCDC57,5.80485,5.79447
SMC1B,3.93589,3.86656
BRWD3,7.6254,5.91584
ASB16,6.78839,6.46469
MAGEE2,3.43107,3.31649
ERVV-1,3.99808,3.65255
GAL3ST3,6.44433,6.64502
FLJ30679,4.43635,4.48227
ALS2CR11,3.31338,3.27901
ALS2CR11,3.07183,3.34106
UTS2R,7.15249,7.03841
USH1G,7.15816,7.22408
SYN1,6.02374,5.84216
SLC23A3,4.61756,5.27527
CNOT6L,3.07526,3.15397
CNOT6L,3.47904,3.71414
RHBDL3,4.30051,4.52252
ZNF718,3.55499,3.41815
DIP2B,3.02296,2.96048
SLC36A1,5.29357,5.61298
SNRNP48,6.58325,5.85307
,3.51725,3.53478
ZNF560,3.18007,3.25927
RTTN,3.27294,3.3121
BTNL9,6.6544,6.61786
PUS10,4.67287,4.4367
PLCXD2,5.79031,5.92831
UMODL1-AS1,4.34267,4.36746
LMLN,4.10555,4.13584
RAD9B,3.5075,3.62963
ZNF555,5.678,5.31163
NYAP1,4.30237,4.59833
SGK494,4.01327,5.04276
MRGPRX3,3.577,3.81008
ABCA13,3.26467,3.04114
ADGRG7,6.11829,6.53012
CSF3R,7.42723,7.06888
C17orf77,3.30599,3.25496
DUSP5P1,3.41406,3.25018
DGKH,5.13849,4.18639
TMEM182,3.85032,3.76934
C16orf46,5.47948,5.33417
LSM14B,4.7341,4.79183
CASP8,4.51982,4.55516
PLB1,3.8789,3.95877
C20orf197,3.2929,3.50015
SLC5A3,5.09281,5.66418
KIF19,3.95289,4.0787
SLFNL1,3.27567,3.45889
GPR82,3.9581,4.01486
GPR82,3.23483,3.61729
RIBC1,4.70116,4.97701
OXGR1,4.13317,3.97352
CDC14C,3.11101,3.12532
SULT1C4,3.56455,3.8483
TEAD1,4.21089,4.16739
LOC101930343///CATSPER2P1///CATSPER2,4.60724,5.15446
POU5F2,4.8162,5.02326
RXFP2,3.75242,3.7712
BEND7,4.33537,4.78994
SLC18A2,4.19223,4.44087
SSMEM1,3.6094,3.54729
SSMEM1,3.61068,3.52713
MAB21L3,3.76165,4.51661
LOC285696,3.77581,3.97626
MIER3,4.29973,5.4129
SDE2,6.34389,5.18364
SLC35G4///SLC35G3///SLC35G5,6.08458,6.10717
UROC1,3.71497,4.02244
PCDH15,3.37211,3.25664
TNRC6A,4.59174,4.16284
KCNA6,4.83864,5.09365
NFX1,4.08264,4.31009
ARID2,4.49991,5.22331
AMER3,4.84592,4.65187
OTUD7A,4.60099,4.66145
ERVW-1,4.81286,4.92889
,4.45715,4.3732
,4.33691,4.72056
,3.28991,3.52727
LINC00889,3.53574,3.60495
FBXL18,8.40273,8.46205
FBXL18,7.90696,7.99679
DNAH6,3.19455,3.25103
LINC01600,4.21655,4.91474
PNPLA1,3.6677,3.64673
DEPDC4,3.94839,4.05669
ANKRD23///ANKRD39,6.4684,6.12194
COX6B2,5.83076,6.40232
FAM129C,4.90662,5.10587
EPHA10,4.2367,4.03609
,4.4604,4.66321
WDR64,3.95506,3.982
PRO2949,3.3364,3.43444
BTBD9,4.20254,4.31432
AXDND1,3.52469,3.89404
HEATR9,4.18532,4.3778
PARP15,3.3754,3.34809
ARHGAP42,3.29434,3.47759
LINC01101,5.74062,5.31516
MFSD2A,5.06423,5.29963
ATM,4.13555,4.15354
FAM26D,4.35335,4.03609
NPHP3,4.1061,3.84285
ATG9B,3.98292,4.08642
CXorf58,3.87142,3.38892
LOC102724660///EFCAB3,3.48921,3.23168
TFAP2B,3.46107,3.85662
CD200R1,5.0635,5.06214
CCDC13,6.77813,6.21793
CCDC13,7.38774,7.26992
,3.54587,3.59721
MGC57346///CRHR1-IT1,6.75465,6.68262
MGC57346///CRHR1-IT1,5.22041,4.39053
MRGPRX1,3.54919,3.63161
HFE,3.776,3.52893
RLN3,4.65543,4.75012
CSMD1,4.87652,5.16779
MACF1,5.13694,6.24867
ADAMTS20,3.51251,3.65492
ABCC12,4.03959,3.92779
SALL3,4.09335,4.20832
AGBL4,4.43359,4.55475
LCAL1,4.90621,4.42598
SLC17A8,3.65248,3.982
C11orf44,4.33194,4.16431
CNTNAP5,4.7811,4.73037
SATB2-AS1,5.51915,5.4099
RBFOX1,5.70907,6.04952
SLFN13,3.10191,3.38232
C12orf40,3.80067,3.61719
CFAP57,4.15376,3.90624
C5orf64,3.88137,3.87511
ADAMTS15,5.22143,5.10809
LY86-AS1,3.59572,3.63246
FLJ31713,4.74611,4.8672
EDARADD,4.46453,4.49241
LOC101060424///LOC653786///OTOA,5.2314,5.3412
CCDC171,3.25732,3.25961
CYP4Z2P,3.53095,3.43623
