SKP1,7.707,6.687,
ACTR1A,8.753,8.041,
ACTR1A,8.26,8.163,
CAPRIN1,8.334,8.405,
CAPRIN1,9.798,9.94,
SNORA70///RPL10,5.975,5.738,
SNORA70///RPL10,13.209,12.989,
PPP1CC,9.049,9.134,
ACTR2,7.809,7.943,
ACTR2,9.373,9.013,
ACTR2,8.072,7.887,
PTP4A1,7.737,7.521,
PTP4A1,7.992,7.319,
PTP4A1,9.624,8.35,
PTP4A1,7.057,7.137,
ARF3,9.083,8.881,
NACA,11.67,11.484,
GPX1,10.716,10.446,
PGK1,8.948,9.753,
PGK1,10.513,11.471,
SUMO3,8.441,8.626,
SUMO3,9.686,10.141,
RPS27,12.88,12.792,
TPP1,9.799,9.258,
TPP1,9.988,9.446,
GNB1,8.533,8.649,
GNB1,10.078,10.045,
GNB1,10.176,10.178,
NUMA1,8.953,8.832,
FTH1,12.574,12.207,
RAN,7.634,7.75,
RAN,9.469,10.354,
HNRNPC,8.338,9.16,
CAPN1,8.382,8.809,
MIR636///SRSF2,7.661,8.144,
MIR636///SRSF2,10.171,10.218,
CALU,7.9,8.119,
CALU,7.977,8.145,
CALU,8.947,8.97,
NFE2L1,9.323,9.376,
NFE2L1,9.31,9.484,
ARL6IP5,10.23,9.331,
ARL6IP5,10.451,9.57,
DPYSL2,10.843,8.892,
RPLP1,12.68,12.964,
CTNNA1,8.645,8.013,
CTNNA1,9.342,8.566,
CTSD,10.365,9.548,
FAM120A,6.975,7.142,
MAT2A,9.274,8.732,
MAT2A,8.142,7.866,
LAMC1,7.846,7.425,
LAMC1,8.985,8.717,
LOC100506248///MIR1244-2///MIR1244-3///MIR1244-1///LOC728026///PTMA,10.811,11.238,
PTMA,11.349,11.925,
FAM120A,9.103,9.527,
HNRNPK,9.725,10.024,
BZW1,8.407,9.05,
BZW1,8.758,9.002,
2-Sep,9.4,9.612,
ATF4,10.519,10.376,
GNAS,12.204,12.112,
RPS15A,12.673,12.738,
ANXA5,10.872,10.243,
STMN1,6.934,7.962,
LRP1,8.26,8.081,
LRP1,7.845,7.615,
PSMB7,9.337,9.981,
PEA15,9.233,8.978,
PEA15,10.36,10.182,
ECH1,8.91,8.798,
ODC1,9.956,11.208,
IQGAP1,9.582,8.847,
XRCC6,10.338,10.636,
ACO2,8.617,8.821,
DAZAP2,10.818,10.55,
SPARCL1,11.156,9.833,
MCL1,8.102,6.87,
MCL1,11.327,10.657,
MCL1,9.908,9.13,
HSPA1B///HSPA1A,10.094,10.238,
HSPA1L///HSPA1B///HSPA1A,8.969,9.254,
ACTB,13.787,13.437,
SARS,9.282,9.115,
TMBIM6,10.532,10.613,
TMBIM6,10.624,10.16,
LMAN2,8.254,8.223,
HSPD1,9.342,10.152,
HSPD1,9.862,10.553,
ZYX,9.872,8.816,
RPL12,12.773,12.83,
CIRBP,10.178,9.327,
CIRBP,9.985,9.476,
CCT7,9.079,9.567,
PAFAH1B1,8.671,7.955,
PSME1,10.9,10.816,
PAFAH1B1,7.489,7.931,
PAFAH1B1,8.6,7.758,
RPS10,13.245,13.43,
ATP5O,10.049,10.054,
RPS15,12.956,13.046,
PSMD8,9.153,9.544,
LAMP2,6.213,6.047,
TPI1,10.534,11.69,
RPL29,12.487,12.14,
GSTP1,10.8,11.135,
HYOU1,9.578,9.625,
SNRPD2,10.379,10.784,
PLOD1,7.654,8.201,
ZNF207,9.631,9.92,
ZNF207,8.95,9.164,
PSMD2,9.112,10.255,
SCD,9.283,8.955,
SCD,8.747,7.728,
RAP1B,9.776,9.694,
RPS21,12.047,12.158,
MAP4,5.754,5.55,
MAP4,7.926,7.38,
BCAP31,9.782,9.974,
CTSB,11.195,11.459,
CTSB,11.88,11.931,
KARS,9.851,9.998,
EPRS,5.632,5.771,
EPRS,7.77,7.88,
EPRS,7.816,7.523,
PRDX6,10.445,10.627,
PRDX6,8.712,8.648,
PPP1CA,9.331,9.419,
SARAF,9.319,8.826,
AHCYL1,7.769,7.52,
AHCYL1,8.854,8.754,
AHCYL1,9.157,9.062,
IST1,9.311,9.332,
GNB2,9.44,9.405,
H2AFZ,9.425,10.276,
NCOR1,8.206,7.707,
NCOR1,6.261,6.061,
NCOR1,6.696,6.369,
NCOR1,7.548,6.976,
SNORD38B///SNORD55///RPS8,11.278,11.213,
FLNA,10.414,9.854,
CNOT1,9.419,9.326,
CNOT1,8.434,8.38,
DHCR24,10.559,10,
RAB11A,10.108,10.417,
RAB11A,6.676,6.177,
EIF3F,3.943,3.945,
PSAP,11.37,10.519,
RNF114,7.262,6.932,
RNF114,8.526,8.379,
SNORA68///RPL18A,12.621,12.582,
STRAP,9.134,9.567,
PSAP,12.569,11.964,
S100A10,12.33,11.624,
CCT8,8.872,9.025,
MIR1292///SNORD110///SNORD86///SNORD57///NOP56,7.395,7.586,
MIR1292///SNORD110///SNORD86///SNORD57///NOP56,7.183,7.835,
PSMB1,9.386,10.045,
CCT4,9.913,10.479,
EPAS1,12.221,9.715,
EPAS1,8.541,6.444,
DNAJA1,8.935,8.032,
DNAJA1,9.765,8.766,
PSMD4,9.399,9.614,
UQCRC2,8.265,8.286,
CKB,8.38,8.675,
RHOC,9.757,9.843,
PGAM1,10.503,11.897,
STAT1,9.309,9.645,
SNORA21///RPL23,12.145,11.86,
SSR1,7.058,7.481,
SSR1,6.149,7.011,
SSR1,9.03,9.073,
TRA2B,7.642,8.419,
TRA2B,9.234,9.698,
FKBP4,6.802,7.541,
FKBP4,8.024,8.887,
HDGF,10.06,10.604,
PALLD,9.923,9.524,
MGEA5,7.538,7.925,
MGEA5,7.562,7.443,
M6PR,8.471,8.482,
M6PR///PHC1,8.923,8.811,
15-Sep,8.575,8.478,
AHCY,7.926,8.307,
HLA-E,11.316,9.765,
HLA-E,12.261,11.597,
PALLD,7.491,7.145,
PALLD,9.687,9.145,
RPLP2,6.368,6.726,
SNORA52///RPLP2,12.399,12.281,
LOC101927137///CCT3,9.074,9.614,
TACC1,10.882,9.224,
MIR1248///SNORA81///SNORA4///SNORD2///SNORA63///EIF4A2,11.256,11.469,
PPM1G,7.81,8.24,
KTN1,6.35,6.641,
KTN1,8.711,8.644,
TAGLN2,10.642,10.024,
SRPRA,6.869,7.085,
SRPRA,9.416,9.501,
PHC2,9.269,9.153,
BTG1,10.467,10.689,
BTG1,9.593,10.107,
KDELR1,8.69,8.754,
LGALS3BP,10.152,10.173,
SLC3A2,8.578,8.722,
COX6A1,11.454,12.065,
RPS23,12.827,12.61,
RAB14,8.601,8.396,
RAB14,4.325,4.057,
TMED10,8.978,9.502,
VCL,5.224,4.704,
VCL,9.76,9.273,
DCTN2,9.376,9.555,
RPS4X,12.792,12.727,
DEK,8.393,9.104,
CALR,7.604,7.745,
RPL8,12.419,12.538,
RPL5///SNORD21,11.866,11.635,
RERE,4.996,5.177,
RERE,4.615,4.879,
RERE,8.512,7.994,
HSBP1,8.982,8.64,
HSBP1,9.588,9.755,
HMGN1,9.695,10.114,
LOC101927733///HMGN1,9.487,9.617,
SEC31A,9.407,9.173,
GLUD1,8.507,8.285,
GLUD1,8.795,8.569,
MLF2,9.003,9.432,
SNORD54///RPS20,12.025,12.03,
ARPC1A,9.254,9.643,
CCND2,6.352,6.83,
CCND2,6.198,6.181,
CCND2,8.912,8.602,
ATP6V0C,9.314,9.362,
IMMT,8.04,8.451,
SSRP1,7.046,7.405,
SSRP1,8.105,8.439,
SDCBP,10.599,9.377,
FUS,8.578,9.187,
CLTA,10.568,10.412,
SEPHS2,7.156,7.331,
RPL31,6.774,6.582,
RPL31,13.172,13.122,
UBA1,9.944,10.162,
ABLIM1,9.46,8.935,
ALDOA,11.374,12.376,
PPIB,9.954,9.907,
PPIB,10.268,10.406,
SERP1,8.006,8.084,
SERP1,8.78,9.194,
SERP1,10.123,10.454,
TSPAN3,10.476,9.962,
TSPAN3,9.378,8.773,
ACTA2,11.707,11.067,
PPT1,10.239,10.063,
TAX1BP1,9.121,8.329,
TAX1BP1,8.759,8.245,
MDH1,9.856,10.241,
PDHA1,6.598,6.416,
PDHA1,8.55,8.695,
GNAS,12.099,12.078,
ANXA6,9.526,8.82,
CD59,11.311,10.961,
CD59,10.553,10.02,
CD59,10.813,10.371,
SERPING1,10.513,9.553,
PSME3,7.687,8.016,
PSME3,6.252,6.063,
HIF1A,8.967,9.629,
TRIM28,9.26,9.706,
SNX17,9.166,8.981,
IPO7,8.562,8.653,
IPO7,8.308,8.142,
IPO7,7.681,7.356,
IPO7,6.298,5.742,
ACTR3,8.629,9.047,
RBM14-RBM4///RBM4,9.053,9.407,
CKAP4,7.77,8.802,
CKAP4,8.518,9.367,
AARS,8.979,8.995,
TMEM189-UBE2V1///TMEM189///UBE2V2///UBE2V1,7.426,8.273,
TMEM189-UBE2V1///TMEM189///UBE2V2///UBE2V1,9.64,9.491,
TMEM189-UBE2V1///TMEM189///UBE2V2///UBE2V1,9.003,9.221,
SSR4,10.685,11.702,
CD9,11.32,11.758,
PRDX2,5.657,5.901,
HADHB,9.179,9.125,
TXNIP,10.529,10.201,
TXNIP,11.413,11.063,
TXNIP,11.462,10.917,
RPN1,9.101,9.641,
ANXA1,11.18,11.512,
PAICS,7.447,8.323,
PAICS,5.958,6.847,
JUP,8.755,10.819,
EIF1AX,5.206,5.756,
EIF1AX,7.573,6.883,
EIF1AX,7.453,6.686,
EIF1AX,8.217,8.464,
YWHAH,9.015,8.723,
DSTN,10.979,10.366,
DSTN,11.425,10.503,
TAF7,8.256,8.28,
EIF5B,7.353,7.452,
EIF5B,5.704,5.638,
EIF5B,4.925,4.978,
EIF5B,7.091,6.881,
CD99,9.491,9.157,
CD99,10.629,10.453,
LDHB,10.263,10.336,
HNRNPH1,8.602,8.42,
BLCAP,8.583,8.879,
RPLP0,13.236,13.53,
ADD3,8.83,9.5,
HADH,8.089,8.282,
HADH,7.169,7.472,
PFKP,7.533,8.813,
ANP32A,6.542,6.501,
RAD23A,8.356,8.728,
GNAI2,9.533,8.909,
DUSP1,12.262,10.335,
TGM2,9.906,8.936,
ANP32A,7.454,7.175,
DUSP1,8.917,7.026,
WTH3DI///RAB6A,6.413,6.14,
RAD23A,9.235,9.527,
WTH3DI///RAB6A,9.219,8.892,
WTH3DI///RAB6A,5.565,5.204,
RPS18,13.76,14.008,
PLD3,10.298,9.607,
ANP32A,9.225,9.014,
PSMF1,8.277,8.535,
PSMF1,6.948,6.085,
HNRNPA0,9.242,8.974,
HNRNPA0,8.246,8.209,
GOLGB1,6.69,6.189,
GOLGB1,8.301,8.396,
MYL9,10.657,9.474,
CTTN,8.41,8.054,
STOM,9.28,8.395,
STOM,10.921,9.488,
STOM,3.967,3.773,
RCN1,8.065,7.749,
LOC100996696///PABPC4,9.377,9.493,
GTF2IP4///GTF2IP1///GTF2I,8.915,8.965,
CYC1,8.802,9.496,
PSMC2,8.134,7.866,
PSMC2,8.443,8.672,
MMP2,10.553,10.403,
SF3B1,8.766,9.193,
SF3B1,9.663,9.684,
SMARCC1,6.197,6.274,
SMARCC1,6.678,6.78,
SMARCC1,7.816,7.702,
SMARCC1,6.173,6.819,
SNU13,9.012,9.012,
SNU13///ANXA2,9.645,10.12,
TM9SF2,9.649,9.765,
SYNGR2,10.293,10.301,
PIP4K2B,8.321,7.777,
PIP4K2B,7.899,7.996,
SLC4A5///DCTN1,7.654,7.66,
BCLAF1,3.975,3.861,
BCLAF1,8.499,7.958,
SON,7.144,6.882,
SON,9.356,8.751,
PXN,8.159,7.806,
KPNA2,6.484,8.432,
ATP6V1B2,9.581,9.278,
TUBA1B,12.553,12.564,
CBX3,6.463,6.587,
RBBP7,8.727,9.004,
SDHA,8.08,8.933,
RPS29,12.686,12.805,
DAP,9.129,9.325,
ARF4,9.054,8.779,
ARF4,10.506,10.02,
COPB2,8.717,9.591,
USP9X,7.371,6.896,
USP9X,8.932,9.143,
BCLAF1,6.998,7.141,
PFKL,8.174,8.601,
NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF12///NBPF14,9.751,9.101,
NBPF25P///NBPF26///NBPF19///NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF14,9.489,8.827,
LGALS1,11.662,11.484,
GPX4,10.656,10.548,
THBS1,5.527,5.329,
THBS1,8.315,8.024,
THBS1,7.273,6.761,
THBS1,7.07,6.741,
CSE1L,6.166,6.599,
CSE1L,8.15,8.336,
TUFM,9.841,9.962,
PSMA7,9.971,10.195,
POLD2,7.38,8.034,
CPE,7.645,6.888,
CPE,6.304,5.609,
PGD,8.303,9.712,
COX8A,10.324,10.854,
PGRMC1,9.203,9.333,
PGRMC1,9.161,9.089,
EIF5A,8.572,8.773,
EIF5A,8.98,9.036,
ITGB5,6.838,6.842,
ITGB5,8.816,9.161,
MGAT1,9.222,8.967,
ACLY,8.129,8.147,
ACLY,8.778,8.757,
SRSF7,7.9,7.47,
CDH1,5.716,5.604,
CDH1,8.757,8.708,
RPL36A-HNRNPH2///HNRNPH2,7.118,6.466,
PJA2,8.173,6.979,
COX7C,10.974,10.79,
ECHS1,9.426,9.636,
PLP2,9.367,10.279,
HLA-DPB1,12.532,11.75,
SSB,6.571,6.71,
SSB,6.322,6.468,
RAB5C,8.181,7.682,
GPNMB,12.019,11.59,
EIF2S1,8.06,8.103,
EIF2S1,5.922,5.746,
EIF2S1,8.644,9.541,
HAX1,9.417,9.713,
NFE2L2,9.108,10.281,
TIMP3,9.63,7.998,
TIMP3,10.32,8.688,
TIMP3,10.076,8.541,
TIMP3,10.639,8.857,
MBNL1,6.568,5.815,
MBNL1,10.012,9.063,
MBNL1,9.241,8.059,
SNORD18C///SNORD18B///SNORD18A///SNORD16///RPL4,12.14,11.973,
MFN2,8.897,8.784,
RAB5C,8.617,7.982,
NMT1,7.592,7.987,
NMT1,7.042,6.792,
NMT1,6.584,6.422,
YBX3,10.171,10.277,
YBX3,9.778,9.699,
IGFBP7,11.638,11.026,
IGFBP7,10.768,10.74,
PUM1,8.488,8.505,
PUM1,7.982,8.002,
PUM1,8.79,8.957,
ARHGDIA,7.111,7.152,
ARHGDIA,9.599,9.441,
BHLHE40,8.527,7.728,
BHLHE40,9.99,9.802,
ATP6V0E1,4.692,4.887,
ATP6V0E1,10.989,10.735,
NUDC,8.893,8.989,
TERF2IP,8.349,7.872,
TMX2,9.071,9.316,
ARCN1,8.709,8.403,
UBA2,7.161,7.269,
FBXO7,9.642,9.389,
GNAI3,7.405,7.709,
GNAI3,8.286,8.797,
GNAI3,5.671,5.677,
CHD4,7.272,7.247,
CHD4,8.655,9.002,
CHD4,9.387,9.419,
HTRA1,9.351,9.72,
LRPAP1,9.214,8.749,
ITPR3,5.818,5.861,
ITPR3,8.378,8.618,
ITPR3,8.715,8.959,
PITPNA,8.9,8.438,
PITPNA,7.822,7.425,
PITPNA,8.189,8.024,
IDH1,8.993,9.603,
SEPW1,10.443,9.888,
SLC7A5,7.522,8.894,
AMD1,7.597,8.087,
AMD1,6.71,7.247,
PSMD1,8.537,8.843,
PSMD1,8.917,9.23,
CREG1,9.386,9.277,
CSTB,11.24,11.703,
PCNA,7.948,9.362,
RRBP1,6.782,6.795,
RRBP1,8.881,8.86,
RRBP1,5.857,6.083,
RRBP1,7.7,7.932,
TNFAIP1,8.859,8.739,
TNFAIP1,7.628,7.469,
HDAC1,8.213,9.37,
DDX3X,10.043,9.81,
DDX3X,7.63,7.401,
LGMN,8.902,7.913,
PPP1R7,6.252,6.366,
PPP1R7,7.489,7.285,
PLS3,10.072,9.766,
ERP29,10.378,10.594,
SNORD83B///SNORD139///RPL3,12.849,12.669,
CTBP2,7.384,7.355,
CTBP2,6.105,5.589,
CTBP2,9.178,8.944,
SNRNP70,8.169,8.589,
RAD23B,8.126,9.287,
RAD23B,8.114,8.843,
SRRM1,8.455,8.812,
SRRM1,8.835,8.794,
NDUFB8,9.677,9.718,
NDUFB8,9.448,9.537,
ARIH2,5.423,5.246,
ARIH2,5.386,5.343,
ARIH2,7.682,6.993,
ENO1,10.656,11.44,
PSMD13,7.959,8.343,
PSMD13,7.476,7.688,
ILK,9.853,9.232,
BTG2,7.987,7.898,
BTG2,9.931,9.422,
CAPZA2,7.926,7.139,
CAPZA2,9.062,8.45,
SPCS2,9.713,9.889,
SPCS2,9.663,9.975,
DDX1,8.827,9.021,
ATP1B1,10.289,10.91,
ATP1B1,10.426,10.888,
RAF1,8.135,7.683,
LOC101927673///OTUB1,8.171,8.483,
LOC101927673///OTUB1,7.588,8.015,
SREBF2,8.009,7.828,
SREBF2,8.085,8.266,
SLC2A1,4.67,5.108,
SLC2A1,7.998,11.062,
PKM,10.478,11.442,
PSMC4,7.775,8.171,
CDIPT,9.633,9.847,
RPS6,12.751,12.698,
BAG6,8.989,9.161,
COX7A2L,9.779,10.089,
SNORD73A///RPS3A,13.269,13.322,
RPS16,12.037,11.638,
SYPL1,8.824,8.852,
SYPL1,8.075,8.209,
BGN,9.333,9.541,
BGN,7.999,8.509,
TARS,7.349,8.112,
COPE,9.322,9.669,
,5.553,5.224,
TXNRD1,8.974,9.355,
PSMC3,9.062,9.32,
NME1-NME2///NME2,10.218,10.849,
NUDCD3,5.772,5.702,
NUDCD3,8.568,8.446,
RALY,8.129,8.317,
AKR1B1,10.764,10.124,
SRP9,9.051,9.37,
PSMA5,8.813,8.995,
FDPS,8.833,8.777,
RAB5B,8.435,8.055,
HNRNPAB,9.546,9.683,
LOC101926921///DAB2,9.082,7.626,
LOC101926921///DAB2,9.456,8.075,
LOC101926921///DAB2,8.973,7.363,
ADRM1,8.735,9.091,
OGDH,8.274,8.058,
TRAK1,5.484,5.431,
APEH,7.882,7.61,
MKRN1,9.37,9.344,
SDC1,9.119,10.966,
SDC1,9.621,11.573,
ARHGDIB,10.79,10.267,
CYR61,10.593,8.336,
SEC11A,10.185,9.837,
TOP2A,3.839,5.579,
TOP2A,5.992,7.599,
LOC101060363///PPIA,12.503,12.681,
WSB1,7.483,6.406,
WSB1,5.115,4.832,
WSB1,8.902,7.852,
MOB1A,4.55,4.75,
MOB1A,8.125,8.479,
MOB1A,5.757,5.734,
PRNP,8.569,8.562,
ANXA4,9.62,9.016,
ANXA4,9.899,8.611,
EIF4A3,9.398,9.843,
NDUFA5,6.097,5.6,
ANP32B,9.328,9.993,
ANP32B,10.769,11.205,
11-Sep,9.212,7.926,
11-Sep,5.631,5.044,
NREP,7.026,7.493,
NREP,8.074,8.598,
SH3BGRL,8.73,7.881,
SH3BGRL,9.461,8.432,
ENO2,6.91,7.447,
STK25,7.217,7.324,
IFITM2,11.194,10.594,
PSMA2,6.734,6.921,
PSMA2,9.411,9.783,
MYL12B///MYL12A,11.173,10.742,
MYL12A,8.565,8.138,
SMARCC2,7.983,7.484,
SMARCC2,7.488,7.536,
ATP5B,10.471,10.99,
MIR6733///EBNA1BP2,5.627,5.978,
EMP1,7.908,8.888,
EMP1,7.999,9.081,
CCT6A,7.049,7.217,
CCT6A,6.938,7.569,
ETS2,9.12,8.017,
ETS2,8.517,7.67,
RARS,7.823,7.624,
STAT6,9.665,9.475,
STAT6,7.494,7.268,
ARHGEF12,7.043,7.423,
ARHGEF12,8.536,7.873,
ARHGEF12,4.61,4.383,
VAMP3,10.3,9.704,
VAMP3,8.248,7.531,
GTF3A,9.6,9.896,
SCP2,8.131,7.16,
ENC1,5.413,5.852,
ENC1,8.859,8.767,
SNRPC,8.534,9.06,
UBE2D2,8.254,8.615,
UBE2D2,5.39,4.948,
UBE2D2,9.07,9.14,
ADIPOR2,8.7,8.568,
GRHPR,8.765,8.481,
GPX3,12.296,9.805,
SLC9A3R1,8.201,9.628,
FLOT2,9.612,9.519,
YME1L1,8.31,8.185,
YME1L1,8.416,8.149,
BAZ2A,7.235,7.272,
BAZ2A,7.871,8.057,
BAZ2A,7.252,7.423,
SF3A1,9.137,8.876,
